w1,w2,w3,w4,count,p1,p2,p3,p4,joint.prob.nonnorm,joint.prob,expected,disparity,score
almost,done,almost,done,8,0.000302523,0.000371577,0.000302523,0.000371577,1.26E-14,2.71E-10,8.25E-05,96974.30518,-0.635038276
all,rights,reserved,ione,8,0.00395253,0.000483379,0.000355136,2.63E-05,1.78E-14,3.83E-10,0.00011653,68652.0758,-0.635949747
krystal,posted,on,1,8,4.27E-05,0.000440631,0.007816276,0.000124955,1.84E-14,3.95E-10,0.000120105,66608.29074,-0.636015521
based,on,conversations,mr,8,0.000147973,0.007816276,5.92E-05,0.000305811,2.09E-14,4.49E-10,0.000136678,58531.82548,-0.636275439
information,below,dont,worry,8,0.00026964,0.000282793,0.002686537,0.000105225,2.16E-14,4.63E-10,0.000140729,56846.65041,-0.636329672
password,forgotpassword,create,a,8,0.000190721,2.63E-05,0.000220316,0.021117428,2.33E-14,5.01E-10,0.000152393,52495.99041,-0.636469686
posted,on,friday,november,8,0.000440631,0.007816276,7.23E-05,9.54E-05,2.38E-14,5.10E-10,0.000155116,51574.44455,-0.636499343
fatherswithvoices,info,within,this,8,9.86E-05,0.000194009,0.000190721,0.006764022,2.47E-14,5.30E-10,0.000161189,49631.07323,-0.636561885
on,conversations,mr,legette,8,0.007816276,5.92E-05,0.000305811,0.000180856,2.56E-14,5.49E-10,0.000167051,47889.6754,-0.636617927
signing,in,please,confirm,8,5.26E-05,0.012064753,0.000634641,6.58E-05,2.65E-14,5.69E-10,0.000172964,46252.39428,-0.636670619
international,audience,switch,to,8,0.000167703,0.000108514,5.59E-05,0.02759208,2.81E-14,6.03E-10,0.000183251,43655.85113,-0.636754181
contacted,by,workers,at,8,5.92E-05,0.002772032,4.60E-05,0.003774962,2.85E-14,6.12E-10,0.000186153,42975.32946,-0.636776082
friends,had,become,concerned,8,0.000473514,0.002505681,0.000246622,0.000108514,3.18E-14,6.82E-10,0.000207297,38591.93472,-0.636917149
new,password,sent,account,8,0.001854598,0.000190721,0.000226892,0.000420902,3.38E-14,7.25E-10,0.00022053,36276.3063,-0.636991671
book,the,singles,guide,8,0.000263064,0.032968442,3.62E-05,0.000111802,3.51E-14,7.53E-10,0.000228976,34938.15191,-0.637034736
independent,lens,on,monday,8,0.000184145,0.000157838,0.007816276,0.00015455,3.51E-14,7.54E-10,0.000229222,34900.60168,-0.637035944
welcome,back,welcome,back,8,0.000164415,0.001282435,0.000164415,0.001282435,4.45E-14,9.54E-10,0.000290249,27562.58813,-0.637272098
daddy,drama,relationships,www,8,0.000739866,0.001381084,0.000197298,0.000236757,4.77E-14,1.02E-09,0.000311614,25672.82515,-0.637332914
now,on,kanyes,epic,8,0.002226175,0.007816276,5.59E-05,5.26E-05,5.12E-14,1.10E-09,0.000334108,23944.31756,-0.637388542
existing,account,use,an,8,8.55E-05,0.000420902,0.000575452,0.002508969,5.20E-14,1.12E-09,0.000339193,23585.40368,-0.637400092
were,apparently,contacted,by,8,0.001433696,0.000223604,5.92E-05,0.002772032,5.26E-14,1.13E-09,0.000343397,23296.66402,-0.637409385
info,within,this,book,8,0.000194009,0.000190721,0.006764022,0.000263064,6.58E-14,1.41E-09,0.000429838,18611.65246,-0.637560159
meltdown,uncensored,now,on,8,8.88E-05,4.27E-05,0.002226175,0.007816276,6.60E-14,1.42E-09,0.000431147,18555.14068,-0.637561977
use,privacy,your,ad,8,0.000575452,0.000213739,0.004748297,0.000124955,7.30E-14,1.57E-09,0.000476434,16791.40447,-0.637618738
lens,on,monday,february,8,0.000157838,0.007816276,0.00015455,0.000397884,7.59E-14,1.63E-09,0.000495284,16152.34458,-0.637639305
fathers,and,mothers,impacted,8,0.000253199,0.022837206,0.000322253,4.93E-05,9.19E-14,1.97E-09,0.000600041,13332.4176,-0.637730056
read,more,filed,under,8,0.000779326,0.00241032,0.000197298,0.00024991,9.26E-14,1.99E-09,0.000604669,13230.37198,-0.63773334
your,existing,account,use,8,0.004748297,8.55E-05,0.000420902,0.000575452,9.83E-14,2.11E-09,0.000641932,12462.37051,-0.637758056
for,contacting,us,weve,8,0.008924432,3.95E-05,0.001397525,0.000213739,1.05E-13,2.26E-09,0.000686743,11649.19304,-0.637784226
com,account,welcome,back,8,0.001226534,0.000420902,0.000164415,0.001282435,1.09E-13,2.34E-09,0.000710647,11257.34058,-0.637796837
up,almost,done,almost,8,0.003225817,0.000302523,0.000371577,0.000302523,1.10E-13,2.36E-09,0.000716183,11170.33281,-0.637799637
which,ultimately,led,to,8,0.000930587,4.93E-05,8.88E-05,0.02759208,1.12E-13,2.41E-09,0.000734101,10897.67968,-0.637808411
us,weve,received,your,8,0.001397525,0.000213739,8.22E-05,0.004748297,1.17E-13,2.50E-09,0.00076122,10509.44374,-0.637820906
e,book,the,singles,8,0.000378154,0.000263064,0.032968442,3.62E-05,1.19E-13,2.55E-09,0.000774478,10329.54056,-0.637826695
thanks,for,contacting,us,8,0.000266352,0.008924432,3.95E-05,0.001397525,1.31E-13,2.81E-09,0.000855787,9348.117873,-0.63785828
worry,it,happens,well,8,0.000105225,0.007714339,0.000144685,0.001321894,1.55E-13,3.33E-09,0.001013579,7892.825524,-0.637905114
risk,of,becoming,part,8,0.000124955,0.01604359,0.000151262,0.000522839,1.59E-13,3.40E-09,0.001035071,7728.938427,-0.637910388
grinsell,had,been,brought,8,0.000207163,0.002505681,0.00187104,0.000164415,1.60E-13,3.43E-09,0.001042506,7673.816796,-0.637912162
concerned,about,her,condition,8,0.000108514,0.003791404,0.008010286,4.93E-05,1.63E-13,3.49E-09,0.001061237,7538.369622,-0.637916521
medical,clinic,to,which,8,0.000141397,4.60E-05,0.02759208,0.000930587,1.67E-13,3.59E-09,0.001091183,7331.495466,-0.637923179
back,welcome,back,please,8,0.001282435,0.000164415,0.001282435,0.000634641,1.72E-13,3.68E-09,0.001120359,7140.566874,-0.637929323
coming,to,independent,lens,8,0.000226892,0.02759208,0.000184145,0.000157838,1.82E-13,3.91E-09,0.001187935,6734.372609,-0.637942396
a,new,password,forgotpassword,8,0.021117428,0.001854598,0.000190721,2.63E-05,1.96E-13,4.22E-09,0.001282827,6236.225811,-0.637958427
already,exists,sign,in,8,0.000526127,3.95E-05,0.000805632,0.012064753,2.02E-13,4.33E-09,0.001317394,6072.593262,-0.637963693
not,been,changed,weve,8,0.005146181,0.00187104,0.000101937,0.000213739,2.10E-13,4.50E-09,0.001369627,5841.00475,-0.637971146
forgotpassword,create,a,new,8,2.63E-05,0.000220316,0.021117428,0.001854598,2.27E-13,4.87E-09,0.001481887,5398.523837,-0.637985386
clinic,to,which,grinsell,8,4.60E-05,0.02759208,0.000930587,0.000207163,2.45E-13,5.26E-09,0.001598709,5004.036588,-0.637998082
had,become,concerned,about,8,0.002505681,0.000246622,0.000108514,0.003791404,2.54E-13,5.46E-09,0.001659817,4819.807979,-0.638004011
account,use,an,account,8,0.000420902,0.000575452,0.002508969,0.000420902,2.56E-13,5.49E-09,0.001669872,4790.785123,-0.638004945
singles,guide,how,to,8,3.62E-05,0.000111802,0.002298518,0.02759208,2.56E-13,5.51E-09,0.001674416,4777.786282,-0.638005363
it,happens,well,send,8,0.007714339,0.000144685,0.001321894,0.000180856,2.67E-13,5.73E-09,0.001742088,4592.189396,-0.638011336
watch,this,film,through,8,0.00044392,0.006764022,0.000161126,0.000555722,2.69E-13,5.77E-09,0.001755301,4557.62274,-0.638012448
sign,up,almost,done,8,0.000805632,0.003225817,0.000302523,0.000371577,2.92E-13,6.27E-09,0.001907226,4194.573952,-0.638024132
the,singles,guide,how,8,0.032968442,3.62E-05,0.000111802,0.002298518,3.06E-13,6.58E-09,0.002000678,3998.643995,-0.638030437
dont,worry,it,happens,8,0.002686537,0.000105225,0.007714339,0.000144685,3.16E-13,6.77E-09,0.002059935,3883.617944,-0.638034139
happens,well,send,you,8,0.000144685,0.001321894,0.000180856,0.010821778,3.74E-13,8.04E-09,0.002443825,3273.557071,-0.638053772
all,rights,reserved,post,8,0.00395253,0.000483379,0.000355136,0.000582028,3.95E-13,8.48E-09,0.002578218,3102.91868,-0.638059264
before,signing,in,please,8,0.001032525,5.26E-05,0.012064753,0.000634641,4.16E-13,8.93E-09,0.002715535,2946.012374,-0.638064313
checkup,as,her,friends,8,2.63E-05,0.004524693,0.008010286,0.000473514,4.51E-13,9.69E-09,0.002947467,2714.194845,-0.638071774
a,nypost,com,account,8,0.021117428,4.27E-05,0.001226534,0.000420902,4.66E-13,1.00E-08,0.003042518,2629.400633,-0.638074503
at,a,medical,clinic,8,0.003774962,0.021117428,0.000141397,4.60E-05,5.19E-13,1.11E-08,0.003387735,2361.459696,-0.638083126
workers,at,a,medical,8,4.60E-05,0.003774962,0.021117428,0.000141397,5.19E-13,1.11E-08,0.003387735,2361.459696,-0.638083126
below,dont,worry,it,8,0.000282793,0.002686537,0.000105225,0.007714339,6.17E-13,1.32E-08,0.004026236,1986.96732,-0.638095178
your,email,address,here,8,0.004748297,0.000453785,0.000279505,0.001104867,6.65E-13,1.43E-08,0.004344154,1841.555176,-0.638099857
mama,daddy,drama,relationships,8,0.00366316,0.000739866,0.001381084,0.000197298,7.39E-13,1.59E-08,0.004821354,1659.284929,-0.638105723
become,concerned,about,her,8,0.000246622,0.000108514,0.003791404,0.008010286,8.13E-13,1.74E-08,0.005306187,1507.673924,-0.638110602
brought,for,a,checkup,8,0.000164415,0.008924432,0.021117428,2.63E-05,8.15E-13,1.75E-08,0.005321584,1503.311855,-0.638110743
chris,browns,baby,mama,8,0.000420902,8.88E-05,0.006152399,0.00366316,8.42E-13,1.81E-08,0.005498364,1454.978266,-0.638112298
which,grinsell,had,been,8,0.000930587,0.000207163,0.002505681,0.00187104,9.04E-13,1.94E-08,0.005900584,1355.798021,-0.63811549
and,mothers,impacted,by,8,0.022837206,0.000322253,4.93E-05,0.002772032,1.01E-12,2.16E-08,0.006569282,1217.789033,-0.638119932
both,fathers,and,mothers,8,0.000605046,0.000253199,0.022837206,0.000322253,1.13E-12,2.42E-08,0.007360506,1086.881869,-0.638124144
at,risk,of,becoming,8,0.003774962,0.000124955,0.01604359,0.000151262,1.14E-12,2.46E-08,0.007473343,1070.471437,-0.638124673
learned,that,single,people,8,0.000144685,0.011456419,0.000453785,0.00152248,1.15E-12,2.46E-08,0.007476385,1070.035824,-0.638124687
mr,legette,had,with,8,0.000305811,0.000180856,0.002505681,0.008704116,1.21E-12,2.59E-08,0.007875086,1015.861889,-0.63812643
guide,how,to,avoid,8,0.000111802,0.002298518,0.02759208,0.000180856,1.28E-12,2.75E-08,0.008372078,955.5572564,-0.638128371
mothers,impacted,by,the,8,0.000322253,4.93E-05,0.002772032,0.032968442,1.45E-12,3.12E-08,0.009483603,843.5612245,-0.638131975
a,new,password,sent,8,0.021117428,0.001854598,0.000190721,0.000226892,1.69E-12,3.64E-08,0.011064384,723.0406738,-0.638135854
of,this,significant,social,8,0.01604359,0.006764022,5.26E-05,0.000351848,2.01E-12,4.31E-08,0.013115041,609.986675,-0.638139492
your,email,address,or,8,0.004748297,0.000453785,0.000279505,0.003367214,2.03E-12,4.35E-08,0.013239328,604.260292,-0.638139676
her,friends,had,become,8,0.008010286,0.000473514,0.002505681,0.000246622,2.34E-12,5.03E-08,0.015302302,522.7971452,-0.638142298
follow,us,on,twitter,8,0.000453785,0.001397525,0.007816276,0.000473514,2.35E-12,5.04E-08,0.015323588,522.0709498,-0.638142321
legette,had,with,both,8,0.000180856,0.002505681,0.008704116,0.000605046,2.39E-12,5.12E-08,0.015580816,513.4519328,-0.638142599
part,of,this,significant,8,0.000522839,0.01604359,0.006764022,5.26E-05,2.99E-12,6.41E-08,0.019488705,410.4941775,-0.638145912
avoid,baby,mama,daddy,8,0.000180856,0.006152399,0.00366316,0.000739866,3.02E-12,6.47E-08,0.019688152,406.3357485,-0.638146046
are,also,at,risk,8,0.004843658,0.001331759,0.003774962,0.000124955,3.04E-12,6.53E-08,0.019864792,402.7225642,-0.638146162
had,with,both,fathers,8,0.002505681,0.008704116,0.000605046,0.000253199,3.34E-12,7.17E-08,0.021813142,366.7513806,-0.63814732
email,address,or,with,8,0.000453785,0.000279505,0.003367214,0.008704116,3.72E-12,7.98E-08,0.024269045,329.6380286,-0.638148514
a,medical,clinic,to,8,0.021117428,0.000141397,4.60E-05,0.02759208,3.79E-12,8.14E-08,0.024761747,323.0789811,-0.638148725
ultimately,led,to,the,8,4.93E-05,8.88E-05,0.02759208,0.032968442,3.98E-12,8.55E-08,0.026007417,307.6045631,-0.638149223
in,the,united,states,8,0.012064753,0.032968442,7.56E-05,0.00013482,4.06E-12,8.71E-08,0.026478164,302.1357483,-0.638149399
single,people,are,also,8,0.000453785,0.00152248,0.004843658,0.001331759,4.46E-12,9.57E-08,0.029095017,274.9611723,-0.638150274
with,your,email,address,8,0.008704116,0.004748297,0.000453785,0.000279505,5.24E-12,1.13E-07,0.034223145,233.7599316,-0.6381516
use,an,account,with,8,0.000575452,0.002508969,0.000420902,0.008704116,5.29E-12,1.14E-07,0.03453244,231.6662243,-0.638151667
he,learned,that,single,8,0.007599249,0.000144685,0.011456419,0.000453785,5.72E-12,1.23E-07,0.037317335,214.3775797,-0.638152224
the,information,below,dont,8,0.032968442,0.00026964,0.000282793,0.002686537,6.75E-12,1.45E-07,0.044092308,181.4375437,-0.638153284
had,been,brought,for,8,0.002505681,0.00187104,0.000164415,0.008924432,6.88E-12,1.48E-07,0.044910496,178.1320774,-0.63815339
account,with,your,email,8,0.000420902,0.008704116,0.004748297,0.000453785,7.89E-12,1.69E-07,0.05153603,155.2312046,-0.638154127
becoming,part,of,this,8,0.000151262,0.000522839,0.01604359,0.006764022,8.58E-12,1.84E-07,0.056030027,142.7805835,-0.638154528
of,use,privacy,your,8,0.01604359,0.000575452,0.000213739,0.004748297,9.37E-12,2.01E-07,0.061171649,130.7795388,-0.638154914
in,sign,up,almost,8,0.012064753,0.000805632,0.003225817,0.000302523,9.49E-12,2.04E-07,0.061925768,129.1869329,-0.638154965
with,a,nypost,com,8,0.008704116,0.021117428,4.27E-05,0.001226534,9.64E-12,2.07E-07,0.062918331,127.1489539,-0.638155031
also,at,risk,of,8,0.001331759,0.003774962,0.000124955,0.01604359,1.01E-11,2.16E-07,0.065797909,121.5844101,-0.63815521
by,workers,at,a,8,0.002772032,4.60E-05,0.003774962,0.021117428,1.02E-11,2.18E-07,0.066415366,120.4540533,-0.638155246
exists,sign,in,to,8,3.95E-05,0.000805632,0.012064753,0.02759208,1.06E-11,2.27E-07,0.069089099,115.7925065,-0.638155396
led,to,the,writing,8,8.88E-05,0.02759208,0.032968442,0.00013482,1.09E-11,2.34E-07,0.071086939,112.5382548,-0.638155501
her,condition,the,father,8,0.008010286,4.93E-05,0.032968442,0.000858245,1.12E-11,2.40E-07,0.072985657,109.6105779,-0.638155595
from,with,your,existing,8,0.003271853,0.008704116,0.004748297,8.55E-05,1.16E-11,2.48E-07,0.075477643,105.9916505,-0.638155712
to,which,grinsell,had,8,0.02759208,0.000930587,0.000207163,0.002505681,1.33E-11,2.86E-07,0.087015465,91.93768009,-0.638156164
in,please,confirm,the,8,0.012064753,0.000634641,6.58E-05,0.032968442,1.66E-11,3.56E-07,0.108383578,73.81191985,-0.638156747
drama,he,learned,that,8,0.001381084,0.007599249,0.000144685,0.011456419,1.74E-11,3.73E-07,0.113574498,70.43834762,-0.638156856
a,checkup,as,her,8,0.021117428,2.63E-05,0.004524693,0.008010286,2.01E-11,4.32E-07,0.131448845,60.86017715,-0.638157164
of,becoming,part,of,8,0.01604359,0.000151262,0.000522839,0.01604359,2.04E-11,4.37E-07,0.132897668,60.19669199,-0.638157185
condition,the,father,of,8,4.93E-05,0.032968442,0.000858245,0.01604359,2.24E-11,4.81E-07,0.146181042,54.7266587,-0.638157361
for,a,checkup,as,8,0.008924432,0.021117428,2.63E-05,0.004524693,2.24E-11,4.82E-07,0.146449986,54.62615753,-0.638157365
or,with,a,nypost,8,0.003367214,0.008704116,0.021117428,4.27E-05,2.65E-11,5.68E-07,0.172730218,46.31499982,-0.638157632
writing,of,the,e,8,0.00013482,0.01604359,0.032968442,0.000378154,2.70E-11,5.79E-07,0.176052009,45.44111746,-0.63815766
with,both,fathers,and,8,0.008704116,0.000605046,0.000253199,0.022837206,3.05E-11,6.54E-07,0.198808756,40.23967632,-0.638157828
people,are,also,at,8,0.00152248,0.004843658,0.001331759,0.003774962,3.71E-11,7.96E-07,0.242036809,33.05282385,-0.638158059
that,single,people,are,8,0.011456419,0.000453785,0.00152248,0.004843658,3.83E-11,8.23E-07,0.250288986,31.96305246,-0.638158094
as,her,friends,had,8,0.004524693,0.008010286,0.000473514,0.002505681,4.30E-11,9.23E-07,0.280746241,28.49548393,-0.638158206
an,account,with,your,8,0.002508969,0.000420902,0.008704116,0.004748297,4.36E-11,9.37E-07,0.284941962,28.07589284,-0.638158219
about,her,condition,the,8,0.003791404,0.008010286,4.93E-05,0.032968442,4.94E-11,1.06E-06,0.322423226,24.81210827,-0.638158324
the,drama,he,learned,8,0.032968442,0.001381084,0.007599249,0.000144685,5.01E-11,1.07E-06,0.326836372,24.4770799,-0.638158335
of,the,e,book,8,0.01604359,0.032968442,0.000378154,0.000263064,5.26E-11,1.13E-06,0.343516114,23.2885727,-0.638158373
account,from,with,your,8,0.000420902,0.003271853,0.008704116,0.004748297,5.69E-11,1.22E-06,0.371582245,21.529554,-0.63815843
be,able,to,see,8,0.005813705,0.000233469,0.02759208,0.00152248,5.70E-11,1.22E-06,0.372251186,21.49086503,-0.638158431
been,brought,for,a,8,0.00187104,0.000164415,0.008924432,0.021117428,5.80E-11,1.24E-06,0.378497647,21.1361948,-0.638158442
in,another,part,of,8,0.012064753,0.000818785,0.000522839,0.01604359,8.29E-11,1.78E-06,0.540973224,14.78816259,-0.638158647
the,e,book,the,8,0.032968442,0.000378154,0.000263064,0.032968442,1.08E-10,2.32E-06,0.705901324,11.33302874,-0.638158758
address,or,with,a,8,0.000279505,0.003367214,0.008704116,0.021117428,1.73E-10,3.71E-06,1.129389885,7.083470561,-0.638158895
dating,a,man,with,8,0.000614911,0.021117428,0.001706625,0.008704116,1.93E-10,4.14E-06,1.259313838,6.352665839,-0.638158918
how,to,deal,with,8,0.002298518,0.02759208,0.000355136,0.008704116,1.96E-10,4.21E-06,1.279880324,6.250584412,-0.638158921
he,told,me,he,8,0.007599249,0.000858245,0.004120233,0.007599249,2.04E-10,4.38E-06,1.333190585,6.000642435,-0.63815893
about,it,he,says,8,0.003791404,0.007714339,0.007599249,0.000930587,2.07E-10,4.44E-06,1.350344142,5.924415672,-0.638158932
another,part,of,the,8,0.000818785,0.000522839,0.01604359,0.032968442,2.26E-10,4.86E-06,1.478276791,5.411706419,-0.638158948
part,of,the,house,8,0.000522839,0.01604359,0.032968442,0.000891128,2.46E-10,5.29E-06,1.608887592,4.972379698,-0.638158963
i,just,dont,know,8,0.014264622,0.003166628,0.002686537,0.002170274,2.63E-10,5.65E-06,1.719422461,4.652725076,-0.638158973
he,told,me,that,8,0.007599249,0.000858245,0.004120233,0.011456419,3.08E-10,6.61E-06,2.009881436,3.98033429,-0.638158995
a,man,who,has,8,0.021117428,0.001706625,0.002857528,0.003653295,3.76E-10,8.08E-06,2.456248278,3.256999739,-0.638159018
baby,mama,drama,i,8,0.006152399,0.00366316,0.001381084,0.014264622,4.44E-10,9.53E-06,2.898668728,2.759887642,-0.638159034
for,fox,news,to,8,0.008924432,0.001025948,0.001792121,0.02759208,4.53E-10,9.72E-06,2.955802618,2.70654067,-0.638159036
of,baby,mama,drama,8,0.01604359,0.006152399,0.00366316,0.001381084,4.99E-10,1.07E-05,3.260167064,2.453861978,-0.638159044
do,about,it,he,8,0.002541852,0.003791404,0.007714339,0.007599249,5.65E-10,1.21E-05,3.688395838,2.168964599,-0.638159053
i,didnt,want,to,8,0.014264622,0.000930587,0.001706625,0.02759208,6.25E-10,1.34E-05,4.080917648,1.960343405,-0.63815906
for,the,first,time,8,0.008924432,0.032968442,0.001348201,0.001805274,7.16E-10,1.54E-05,4.675138847,1.711179125,-0.638159068
my,boyfriend,and,i,8,0.005422398,0.000509686,0.022837206,0.014264622,9.00E-10,1.93E-05,5.877801567,1.361053092,-0.638159079
by,the,drama,he,8,0.002772032,0.032968442,0.001381084,0.007599249,9.59E-10,2.06E-05,6.261887769,1.277570007,-0.638159082
was,going,to,be,8,0.005981408,0.001068696,0.02759208,0.005813705,1.03E-09,2.20E-05,6.694417759,1.195025511,-0.638159084
be,a,part,of,8,0.005813705,0.021117428,0.000522839,0.01604359,1.03E-09,2.21E-05,6.723281157,1.189895203,-0.638159084
the,fact,that,she,8,0.032968442,0.000368289,0.011456419,0.007934655,1.10E-09,2.37E-05,7.205795952,1.110217393,-0.638159087
js,fjs,d,getelementsbytagname,7,0.000187433,6.91E-05,0.000503109,2.96E-05,1.93E-16,4.14E-12,1.26E-06,5563770.155,-0.650962097
copyright,ip,policy,chat,6,0.000299235,2.96E-05,0.000177568,5.26E-05,8.27E-17,1.78E-12,5.40E-07,11108433.96,-0.664379955
staff,manny,pacquiao,wearing,6,9.86E-05,0.000105225,0.000111802,7.56E-05,8.78E-17,1.88E-12,5.73E-07,10470622.34,-0.684906141
fjs,document,script,twitter,7,6.91E-05,0.000200586,3.95E-05,0.000473514,2.59E-16,5.56E-12,1.69E-06,4142899.55,-0.696688848
platform,twitter,com,widgets,7,2.30E-05,0.000473514,0.001226534,2.30E-05,3.08E-16,6.61E-12,2.01E-06,3484414.941,-0.717880336
com,widgets,js,fjs,7,0.001226534,2.30E-05,0.000187433,6.91E-05,3.65E-16,7.84E-12,2.39E-06,2934244.161,-0.735586045
bucket,authorities,were,apparently,7,2.63E-05,5.59E-05,0.001433696,0.000223604,4.71E-16,1.01E-11,3.08E-06,2274379.65,-0.756821941
ad,choices,news,corp,7,0.000124955,8.55E-05,0.001792121,2.63E-05,5.04E-16,1.08E-11,3.29E-06,2128893.017,-0.761504022
a,plastic,wal,mart,7,0.021117428,4.27E-05,2.30E-05,2.63E-05,5.47E-16,1.17E-11,3.57E-06,1961532.873,-0.766890041
fill,supreme,court,vacancy,6,0.000124955,7.23E-05,0.0006741,1.97E-05,1.20E-16,2.58E-12,7.85E-07,7644324.117,-0.775862654
wal,mart,bag,and,7,2.30E-05,2.63E-05,5.59E-05,0.022837206,7.73E-16,1.66E-11,5.05E-06,1387037.085,-0.785378583
2009,12,65,0,7,0.000177568,0.000355136,3.62E-05,0.000361712,8.25E-16,1.77E-11,5.39E-06,1299554.165,-0.788193976
fjs,d,getelementsbytagname,s,7,6.91E-05,0.000503109,2.96E-05,0.000822074,8.45E-16,1.81E-11,5.52E-06,1268539.595,-0.789192094
