w1,w2,w3,count,p1,p2,p3,joint.prob.nonnorm,joint.prob,expected,disparity,score
my,boyfriend,and,11,0.005422398,0.000509686,0.022837206,6.31E-08,9.21E-06,2.800177779,3.92832201,-0.508391863
have,to,pay,11,0.005576948,0.02759208,0.000430767,6.63E-08,9.67E-06,2.940843175,3.740423867,-0.50839261
he,needs,to,11,0.007599249,0.000322253,0.02759208,6.76E-08,9.86E-06,2.997786802,3.669373684,-0.508392892
off,at,a,11,0.000858245,0.003774962,0.021117428,6.84E-08,9.98E-06,3.035384399,3.623923219,-0.508393073
for,a,few,11,0.008924432,0.021117428,0.000414325,7.81E-08,1.14E-05,3.464269663,3.175272444,-0.508394856
said,she,was,11,0.001703337,0.007934655,0.005981408,8.08E-08,1.18E-05,3.586582141,3.066986776,-0.508395287
in,my,life,11,0.012064753,0.005422398,0.001236399,8.09E-08,1.18E-05,3.588535222,3.065317551,-0.508395293
as,a,father,11,0.004524693,0.021117428,0.000858245,8.20E-08,1.20E-05,3.638230777,3.023447569,-0.50839546
drama,is,not,11,0.001381084,0.011732635,0.005146181,8.34E-08,1.22E-05,3.699554921,2.97333064,-0.508395659
drama,how,to,11,0.001381084,0.002298518,0.02759208,8.76E-08,1.28E-05,3.885985611,2.830684696,-0.508396226
between,you,and,11,0.000378154,0.010821778,0.022837206,9.35E-08,1.36E-05,4.146283312,2.652978384,-0.508396933
this,is,why,11,0.006764022,0.011732635,0.001223246,9.71E-08,1.42E-05,4.306883043,2.554051246,-0.508397326
i,would,like,11,0.014264622,0.002259058,0.00312388,1.01E-07,1.47E-05,4.466125173,2.462985154,-0.508397688
word,of,the,11,0.000213739,0.01604359,0.032968442,1.13E-07,1.65E-05,5.015715285,2.19310694,-0.508398761
i,live,in,11,0.014264622,0.000723425,0.012064753,1.25E-07,1.82E-05,5.523583724,1.991460716,-0.508399562
for,a,while,11,0.008924432,0.021117428,0.0006741,1.27E-07,1.85E-05,5.636311753,1.951630868,-0.508399721
of,his,son,11,0.01604359,0.006356274,0.001282435,1.31E-07,1.91E-05,5.802141021,1.895851886,-0.508399942
the,drama,what,11,0.032968442,0.001381084,0.002982483,1.36E-07,1.98E-05,6.024836681,1.825775632,-0.508400221
on,and,off,11,0.007816276,0.022837206,0.000858245,1.53E-07,2.23E-05,6.796775733,1.618414441,-0.508401045
i,have,no,11,0.014264622,0.005576948,0.002219599,1.77E-07,2.58E-05,7.833938709,1.404146804,-0.508401897
we,had,a,11,0.003485592,0.002505681,0.021117428,1.84E-07,2.69E-05,8.182615398,1.344313458,-0.508402135
that,they,are,11,0.011456419,0.003465863,0.004843658,1.92E-07,2.81E-05,8.53262197,1.289169969,-0.508402354
close,to,the,11,0.000240046,0.02759208,0.032968442,2.18E-07,3.19E-05,9.687802633,1.1354484,-0.508402965
of,the,world,11,0.01604359,0.032968442,0.000420902,2.23E-07,3.25E-05,9.87710087,1.113687118,-0.508403052
is,not,so,11,0.011732635,0.005146181,0.003745368,2.26E-07,3.30E-05,10.03284061,1.096399358,-0.50840312
the,one,who,11,0.032968442,0.002456356,0.002857528,2.31E-07,3.38E-05,10.26665763,1.071429515,-0.50840322
i,think,you,11,0.014264622,0.001548787,0.010821778,2.39E-07,3.49E-05,10.60716533,1.03703484,-0.508403356
four,high,risk,10,0.000194009,0.000338694,0.000124955,8.21E-12,1.20E-09,0.000364279,27451.50544,-0.51596995
o,j,simpson,9,0.000263064,0.000167703,8.55E-05,3.77E-12,5.50E-10,0.000167338,53783.3683,-0.527983263
2016,2,17t14,8,0.000943741,9.21E-05,2.63E-05,2.29E-12,3.33E-10,0.000101412,78885.84301,-0.544883681
motive,ramsey,said,10,5.26E-05,0.00013482,0.001703337,1.21E-11,1.76E-09,0.000536037,18655.43585,-0.550936385
or,threats,harassment,9,0.003367214,3.95E-05,3.29E-05,4.37E-12,6.37E-10,0.000193839,46430.17342,-0.557213933
threats,harassment,or,9,3.95E-05,3.29E-05,0.003367214,4.37E-12,6.37E-10,0.000193839,46430.17342,-0.557213933
avoid,becoming,part,10,0.000180856,0.000151262,0.000522839,1.43E-11,2.09E-09,0.000634569,15758.73504,-0.562451448
below,before,signing,10,0.000282793,0.001032525,5.26E-05,1.54E-11,2.24E-09,0.000681568,14672.05401,-0.56677126
white,yacht,party,9,0.000476803,2.96E-05,0.000335406,4.73E-12,6.90E-10,0.000209977,42861.84141,-0.571398888
misrepresentation,fraud,or,9,2.96E-05,5.26E-05,0.003367214,5.24E-12,7.65E-10,0.000232607,38691.81118,-0.587975733
fraud,or,phishing,9,5.26E-05,0.003367214,2.96E-05,5.24E-12,7.65E-10,0.000232607,38691.81118,-0.587975733
or,misrepresentation,fraud,9,0.003367214,2.96E-05,5.26E-05,5.24E-12,7.65E-10,0.000232607,38691.81118,-0.587975733
dating,both,books,10,0.000614911,0.000605046,8.55E-05,3.18E-11,4.64E-09,0.001411217,7086.082781,-0.59692727
rights,reserved,terms,10,0.000483379,0.000355136,0.000223604,3.84E-11,5.60E-09,0.001702986,5872.039875,-0.601753375
speculate,on,grinsells,10,3.29E-05,0.007816276,0.000157838,4.06E-11,5.92E-09,0.00179983,5556.081146,-0.603009385
spam,insulting,other,9,7.23E-05,5.92E-05,0.001364642,5.84E-12,8.52E-10,0.000259241,34716.68316,-0.603777797
february,16,2016,10,0.000397884,0.000141397,0.000943741,5.31E-11,7.75E-09,0.002355574,4245.250056,-0.608220245
louis,tomlinsons,baby,10,0.000180856,4.93E-05,0.006152399,5.49E-11,8.01E-09,0.002434943,4106.872905,-0.608770326
closing,the,curtain,10,4.93E-05,0.032968442,3.62E-05,5.88E-11,8.58E-09,0.002609592,3832.01636,-0.609862946
your,inbox,join,10,0.004748297,8.22E-05,0.000164415,6.42E-11,9.36E-09,0.002847333,3512.058916,-0.611134851
back,welcomename,welcome,9,0.001282435,2.96E-05,0.000164415,6.24E-12,9.10E-10,0.000276846,32509.05818,-0.612553623
welcome,back,welcomename,9,0.000164415,0.001282435,2.96E-05,6.24E-12,9.10E-10,0.000276846,32509.05818,-0.612553623
welcomename,welcome,back,9,2.96E-05,0.000164415,0.001282435,6.24E-12,9.10E-10,0.000276846,32509.05818,-0.612553623
information,below,before,10,0.00026964,0.000282793,0.001032525,7.87E-11,1.15E-08,0.003493035,2862.839807,-0.613715649
legally,and,emotionally,10,6.58E-05,0.022837206,5.59E-05,8.40E-11,1.22E-08,0.003724879,2684.650974,-0.614423991
risk,forms,of,10,0.000124955,4.93E-05,0.01604359,9.89E-11,1.44E-08,0.00438699,2279.467084,-0.616034692
a,gold,digger,10,0.021117428,0.000111802,5.26E-05,1.24E-10,1.81E-08,0.005510997,1814.553587,-0.617882832
on,1,23,10,0.007816276,0.000124955,0.000151262,1.48E-10,2.16E-08,0.00655438,1525.69734,-0.619031103
childs,life,away,10,0.000292658,0.001236399,0.000460361,1.67E-10,2.43E-08,0.007390382,1353.110025,-0.619717178
thrown,her,childs,10,7.23E-05,0.008010286,0.000292658,1.70E-10,2.47E-08,0.007524038,1329.073588,-0.619812729
affect,your,dating,10,5.92E-05,0.004748297,0.000614911,1.73E-10,2.52E-08,0.007667297,1304.240536,-0.619911446
huge,why,here,10,0.000128243,0.001223246,0.001104867,1.73E-10,2.53E-08,0.007689672,1300.445556,-0.619926532
on,grinsells,possible,10,0.007816276,0.000157838,0.000144685,1.78E-10,2.60E-08,0.007919251,1262.745715,-0.620076398
woman,who,appears,10,0.001081849,0.002857528,8.22E-05,2.54E-10,3.71E-08,0.011275003,886.9176875,-0.621570402
your,dating,decisions,10,0.004748297,0.000614911,0.000101937,2.98E-10,4.34E-08,0.01320479,757.3009566,-0.622085659
is,everywhere,e,10,0.011732635,6.91E-05,0.000378154,3.06E-10,4.47E-08,0.013592614,735.6936681,-0.622171553
does,it,affect,10,0.00071356,0.007714339,5.92E-05,3.26E-10,4.75E-08,0.014455105,691.7971242,-0.622346052
mama,daddy,syndrome,10,0.00366316,0.000739866,0.00013482,3.65E-10,5.33E-08,0.016211103,616.8611701,-0.62264394
asked,to,speculate,10,0.000407749,0.02759208,3.29E-05,3.70E-10,5.40E-08,0.016413319,609.2612999,-0.622674151
a,dna,test,10,0.021117428,0.000111802,0.000177568,4.19E-10,6.12E-08,0.018599616,537.6455071,-0.62295884
from,our,partners,10,0.003271853,0.001535634,9.21E-05,4.63E-10,6.75E-08,0.020523858,487.2378368,-0.623159223
forms,of,dating,10,4.93E-05,0.01604359,0.000614911,4.87E-10,7.10E-08,0.02158861,463.2072149,-0.62325475
well,as,possibly,10,0.001321894,0.004524693,8.55E-05,5.11E-10,7.46E-08,0.022687092,440.7792728,-0.623343906
click,to,respond,10,0.000220316,0.02759208,8.88E-05,5.40E-10,7.87E-08,0.023944914,417.6252139,-0.623435949
possibly,her,own,10,8.55E-05,0.008010286,0.00086811,5.95E-10,8.67E-08,0.026376402,379.1267607,-0.62358899
conduct,a,dating,10,4.60E-05,0.021117428,0.000614911,5.98E-10,8.72E-08,0.026521675,377.0500959,-0.623597245
decisions,the,four,10,0.000101937,0.032968442,0.000194009,6.52E-10,9.51E-08,0.028926934,345.6985781,-0.623721874
before,signing,in,10,0.001032525,5.26E-05,0.012064753,6.55E-10,9.56E-08,0.029077586,343.9075075,-0.623728994
bmdds,baby,mama,10,3.29E-05,0.006152399,0.00366316,7.41E-10,1.08E-07,0.032879104,304.1445374,-0.623887061
to,avoid,becoming,10,0.02759208,0.000180856,0.000151262,7.55E-10,1.10E-07,0.033488465,298.6102814,-0.623909061
ramsey,said,all,10,0.00013482,0.001703337,0.00395253,9.08E-10,1.32E-07,0.040269764,248.3252692,-0.624108956
interview,to,avoid,10,0.000190721,0.02759208,0.000180856,9.52E-10,1.39E-07,0.042224586,236.8288439,-0.624154657
what,is,bmdds,10,0.002982483,0.011732635,3.29E-05,1.15E-09,1.68E-07,0.051049693,195.8875643,-0.624317408
reserved,terms,of,10,0.000355136,0.000223604,0.01604359,1.27E-09,1.86E-07,0.056522907,176.9194224,-0.624392811
2,year,old,10,0.001144327,0.001223246,0.001062119,1.49E-09,2.17E-07,0.065960769,151.6052681,-0.624493441
co,heres,the,10,0.000180856,0.00024991,0.032968442,1.49E-09,2.17E-07,0.066109669,151.2638037,-0.624494798
why,here,here,10,0.001223246,0.001104867,0.001104867,1.49E-09,2.18E-07,0.066249483,150.9445734,-0.624496067
fell,in,love,10,7.56E-05,0.012064753,0.001703337,1.55E-09,2.27E-07,0.068955087,145.0219337,-0.624519611
young,woman,who,10,0.000506397,0.001081849,0.002857528,1.57E-09,2.28E-07,0.069454021,143.9801441,-0.624523752
my,babys,daddy,10,0.005422398,0.000483379,0.000739866,1.94E-09,2.83E-07,0.086036257,116.2300676,-0.624634065
dating,decisions,the,10,0.000614911,0.000101937,0.032968442,2.07E-09,3.01E-07,0.091683673,109.0706744,-0.624662526
defining,the,drama,10,4.60E-05,0.032968442,0.001381084,2.10E-09,3.06E-07,0.092996377,107.5310713,-0.624668646
the,four,high,10,0.032968442,0.000194009,0.000338694,2.17E-09,3.16E-07,0.096112071,104.0452031,-0.624682503
it,affect,your,10,0.007714339,5.92E-05,0.004748297,2.17E-09,3.16E-07,0.09618973,103.9612022,-0.624682837
daddy,syndrome,and,10,0.000739866,0.00013482,0.022837206,2.28E-09,3.32E-07,0.101064731,98.94648575,-0.624702772
is,bmdds,baby,10,0.011732635,3.29E-05,0.006152399,2.37E-09,3.46E-07,0.10530758,94.95992563,-0.624718619
a,dating,interview,10,0.021117428,0.000614911,0.000190721,2.48E-09,3.61E-07,0.10987551,91.01209211,-0.624734313
own,it,isnt,10,0.00086811,0.007714339,0.000378154,2.53E-09,3.69E-07,0.112354579,89.00393831,-0.624742296
life,away,as,10,0.001236399,0.000460361,0.004524693,2.58E-09,3.76E-07,0.114260288,87.51947111,-0.624748197
well,send,you,10,0.001321894,0.000180856,0.010821778,2.59E-09,3.77E-07,0.114783014,87.1209042,-0.624749781
away,as,well,10,0.000460361,0.004524693,0.001321894,2.75E-09,4.02E-07,0.122161266,81.85900781,-0.624770698
her,childs,life,10,0.008010286,0.000292658,0.001236399,2.90E-09,4.23E-07,0.128592647,77.76494398,-0.624786973
how,to,conduct,10,0.002298518,0.02759208,4.60E-05,2.92E-09,4.26E-07,0.129532854,77.20049172,-0.624789217
as,possibly,her,10,0.004524693,8.55E-05,0.008010286,3.10E-09,4.52E-07,0.137477006,72.73943665,-0.624806951
have,thrown,her,10,0.005576948,7.23E-05,0.008010286,3.23E-09,4.71E-07,0.143379418,69.7450173,-0.624818854
dating,interview,to,10,0.000614911,0.000190721,0.02759208,3.24E-09,4.72E-07,0.143563594,69.65554231,-0.62481921
a,huge,why,10,0.021117428,0.000128243,0.001223246,3.31E-09,4.83E-07,0.146973437,68.03950586,-0.624825634
not,be,published,10,0.005146181,0.005813705,0.00011509,3.44E-09,5.02E-07,0.152765627,65.45975147,-0.624835889
get,me,wrong,10,0.002604329,0.004120233,0.000341983,3.67E-09,5.35E-07,0.16280607,61.42277129,-0.624851937
here,here,we,10,0.001104867,0.001104867,0.003485592,4.25E-09,6.21E-07,0.188775409,52.97300123,-0.624885527
he,loves,me,10,0.007599249,0.000151262,0.004120233,4.74E-09,6.91E-07,0.210121189,47.59158303,-0.624906919
of,dating,both,10,0.01604359,0.000614911,0.000605046,5.97E-09,8.71E-07,0.264820285,37.76145774,-0.624945997
who,appears,to,10,0.002857528,8.22E-05,0.02759208,6.48E-09,9.46E-07,0.287563994,34.77486821,-0.624957869
from,a,previous,10,0.003271853,0.021117428,9.54E-05,6.59E-09,9.61E-07,0.292315861,34.2095703,-0.624960116
understand,that,there,10,0.000351848,0.011456419,0.00173622,7.00E-09,1.02E-06,0.310496599,32.20647193,-0.624968079
syndrome,and,how,10,0.00013482,0.022837206,0.002298518,7.08E-09,1.03E-06,0.313974432,31.84972717,-0.624969497
to,speculate,on,10,0.02759208,3.29E-05,0.007816276,7.09E-09,1.03E-06,0.314632734,31.78308843,-0.624969762
need,to,understand,10,0.000914146,0.02759208,0.000351848,8.87E-09,1.29E-06,0.393734342,25.3978354,-0.624995145
because,he,wants,10,0.001917076,0.007599249,0.000611623,8.91E-09,1.30E-06,0.395314228,25.29633212,-0.624995548
the,curtain,on,10,0.032968442,3.62E-05,0.007816276,9.32E-09,1.36E-06,0.413533377,24.18184493,-0.624999979
working,on,it,10,0.000184145,0.007816276,0.007714339,1.11E-08,1.62E-06,0.492613396,20.29989458,-0.62501541
to,have,thrown,10,0.02759208,0.005576948,7.23E-05,1.11E-08,1.62E-06,0.49388206,20.24774903,-0.625015618
his,babys,mama,10,0.006356274,0.000483379,0.00366316,1.13E-08,1.64E-06,0.499338877,20.02647992,-0.625016497
how,to,avoid,10,0.002298518,0.02759208,0.000180856,1.15E-08,1.67E-06,0.508879068,19.65103426,-0.62501799
been,together,for,10,0.00187104,0.000736578,0.008924432,1.23E-08,1.79E-06,0.545671321,18.32605016,-0.625023257
but,there,were,10,0.004971902,0.00173622,0.001433696,1.24E-08,1.81E-06,0.549076939,18.21238389,-0.625023709
how,does,it,10,0.002298518,0.00071356,0.007714339,1.27E-08,1.85E-06,0.561339907,17.81451822,-0.62502529
i,dont,understand,10,0.014264622,0.002686537,0.000351848,1.35E-08,1.97E-06,0.598213739,16.7164332,-0.625029655
into,the,world,10,0.001025948,0.032968442,0.000420902,1.42E-08,2.08E-06,0.631616206,15.83239932,-0.62503317
supposed,to,be,10,0.000101937,0.02759208,0.005813705,1.64E-08,2.39E-06,0.725468695,13.78419231,-0.625041312
respond,to,this,10,8.88E-05,0.02759208,0.006764022,1.66E-08,2.42E-06,0.735144611,13.60276584,-0.625042033
man,with,children,10,0.001706625,0.008704116,0.001335048,1.98E-08,2.89E-06,0.879849383,11.36558165,-0.625050926
of,us,need,10,0.01604359,0.001397525,0.000914146,2.05E-08,2.99E-06,0.909338429,10.99700582,-0.625052392
baby,mama,says,10,0.006152399,0.00366316,0.000930587,2.10E-08,3.06E-06,0.930478655,10.7471568,-0.625053385
believed,that,the,10,5.59E-05,0.011456419,0.032968442,2.11E-08,3.08E-06,0.93673289,10.67540183,-0.62505367
here,we,have,10,0.001104867,0.003485592,0.005576948,2.15E-08,3.13E-06,0.952866353,10.49465119,-0.625054388
would,have,been,10,0.002259058,0.005576948,0.00187104,2.36E-08,3.44E-06,1.045817374,9.561898904,-0.625058096
you,believe,your,10,0.010821778,0.00046365,0.004748297,2.38E-08,3.48E-06,1.057000491,9.460733541,-0.625058499
my,baby,daddy,10,0.005422398,0.006152399,0.000739866,2.47E-08,3.60E-06,1.095060118,9.131918729,-0.625059806
i,dont,care,10,0.014264622,0.002686537,0.000690542,2.65E-08,3.86E-06,1.174064347,8.517420725,-0.625062248
to,conduct,a,10,0.02759208,4.60E-05,0.021117428,2.68E-08,3.91E-06,1.190071511,8.402856386,-0.625062704
dont,get,me,10,0.002686537,0.002604329,0.004120233,2.88E-08,4.21E-06,1.278966915,7.818810543,-0.625065026
to,this,topic,10,0.02759208,0.006764022,0.00015455,2.88E-08,4.21E-06,1.279696175,7.814354844,-0.625065043
on,the,subject,10,0.007816276,0.032968442,0.000121667,3.14E-08,4.57E-06,1.390975905,7.189197142,-0.625067528
when,asked,to,10,0.002801627,0.000407749,0.02759208,3.15E-08,4.60E-06,1.398414769,7.150954225,-0.62506768
been,trying,to,10,0.00187104,0.000611623,0.02759208,3.16E-08,4.61E-06,1.400876767,7.138386643,-0.62506773
feel,like,i,10,0.000772749,0.00312388,0.014264622,3.44E-08,5.02E-06,1.527713851,6.545728438,-0.625070086
has,not,been,10,0.003653295,0.005146181,0.00187104,3.52E-08,5.13E-06,1.56063617,6.407643364,-0.625070635
us,need,to,10,0.001397525,0.000914146,0.02759208,3.53E-08,5.14E-06,1.563898086,6.394278561,-0.625070688
im,trying,to,10,0.002097932,0.000611623,0.02759208,3.54E-08,5.17E-06,1.570754617,6.366366771,-0.625070799
if,you,need,10,0.003620412,0.010821778,0.000914146,3.58E-08,5.23E-06,1.588989393,6.293308215,-0.62507109
doesnt,want,to,10,0.000782614,0.001706625,0.02759208,3.69E-08,5.38E-06,1.635004819,6.116189925,-0.625071794
talking,about,the,10,0.000299235,0.003791404,0.032968442,3.74E-08,5.46E-06,1.659431772,6.026159178,-0.625072152
and,how,does,10,0.022837206,0.002298518,0.00071356,3.75E-08,5.46E-06,1.661767116,6.017690388,-0.625072185
seem,to,be,10,0.000246622,0.02759208,0.005813705,3.96E-08,5.77E-06,1.755166197,5.697466153,-0.625073458
send,you,a,10,0.000180856,0.010821778,0.021117428,4.13E-08,6.03E-06,1.833672931,5.453535267,-0.625074428
new,baby,mama,10,0.001854598,0.006152399,0.00366316,4.18E-08,6.10E-06,1.854381489,5.392633642,-0.62507467
to,file,a,10,0.02759208,7.23E-05,0.021117428,4.22E-08,6.15E-06,1.870112375,5.347272246,-0.625074851
were,going,to,10,0.001433696,0.001068696,0.02759208,4.23E-08,6.17E-06,1.875618779,5.331573832,-0.625074913
in,this,situation,10,0.012064753,0.006764022,0.000542569,4.43E-08,6.46E-06,1.964386535,5.090647803,-0.625075871
has,nothing,to,10,0.003653295,0.000476803,0.02759208,4.81E-08,7.01E-06,2.132341617,4.689680077,-0.625077465
drama,what,is,10,0.001381084,0.002982483,0.011732635,4.83E-08,7.05E-06,2.144087101,4.663989627,-0.625077567
the,day,after,10,0.032968442,0.001052254,0.001509327,5.24E-08,7.64E-06,2.323011529,4.30475694,-0.625078995
her,own,it,10,0.008010286,0.00086811,0.007714339,5.36E-08,7.83E-06,2.379963078,4.201745856,-0.625079404
a,black,man,10,0.021117428,0.001555363,0.001706625,5.61E-08,8.18E-06,2.486908466,4.02105672,-0.625080123
have,a,young,10,0.005576948,0.021117428,0.000506397,5.96E-08,8.70E-06,2.645927079,3.77939365,-0.625081083
after,he,was,10,0.001509327,0.007599249,0.005981408,6.86E-08,1.00E-05,3.043731445,3.285440973,-0.625083047
will,you,do,10,0.002499104,0.010821778,0.002541852,6.87E-08,1.00E-05,3.049874504,3.278823435,-0.625083073
a,problem,with,10,0.021117428,0.000388019,0.008704116,7.13E-08,1.04E-05,3.164224223,3.160332295,-0.625083544
do,about,it,10,0.002541852,0.003791404,0.007714339,7.43E-08,1.08E-05,3.298358139,3.031811459,-0.625084055
but,i,am,10,0.004971902,0.014264622,0.001055543,7.49E-08,1.09E-05,3.321294392,3.010874322,-0.625084138
as,they,are,10,0.004524693,0.003465863,0.004843658,7.60E-08,1.11E-05,3.369944842,2.967407619,-0.625084311
what,will,you,10,0.002982483,0.002499104,0.010821778,8.07E-08,1.18E-05,3.578572025,2.794410712,-0.625084999
of,your,life,10,0.01604359,0.004748297,0.001236399,9.42E-08,1.37E-05,4.1787545,2.393057549,-0.625086594
more,if,you,10,0.00241032,0.003620412,0.010821778,9.44E-08,1.38E-05,4.189673471,2.386820851,-0.625086619
i,told,her,10,0.014264622,0.000858245,0.008010286,9.81E-08,1.43E-05,4.350792187,2.298432003,-0.62508697
and,his,ex,10,0.022837206,0.006356274,0.000683965,9.93E-08,1.45E-05,4.40482278,2.270238895,-0.625087082
you,do,about,10,0.010821778,0.002541852,0.003791404,1.04E-07,1.52E-05,4.626980663,2.16123661,-0.625087516
the,drama,how,10,0.032968442,0.001381084,0.002298518,1.05E-07,1.53E-05,4.643176229,2.153698138,-0.625087546
said,all,of,10,0.001703337,0.00395253,0.01604359,1.08E-07,1.58E-05,4.792101923,2.086766968,-0.625087812
she,wants,to,10,0.007934655,0.000611623,0.02759208,1.34E-07,1.95E-05,5.94080077,1.683274762,-0.625089416
the,type,of,10,0.032968442,0.000259775,0.01604359,1.37E-07,2.00E-05,6.096023193,1.640413706,-0.625089586
the,father,but,10,0.032968442,0.000858245,0.004971902,1.41E-07,2.05E-05,6.241385386,1.602208385,-0.625089738
that,would,be,10,0.011456419,0.002259058,0.005813705,1.50E-07,2.20E-05,6.675413075,1.498034637,-0.625090152
to,see,if,10,0.02759208,0.00152248,0.003620412,1.52E-07,2.22E-05,6.747502157,1.482029908,-0.625090216
get,to,know,10,0.002604329,0.02759208,0.002170274,1.56E-07,2.28E-05,6.919008103,1.44529387,-0.625090362
you,will,be,10,0.010821778,0.002499104,0.005813705,1.57E-07,2.29E-05,6.975650872,1.433557984,-0.625090408
and,would,like,10,0.022837206,0.002259058,0.00312388,1.61E-07,2.35E-05,7.150124327,1.39857708,-0.625090548
have,to,say,10,0.005576948,0.02759208,0.001058831,1.63E-07,2.38E-05,7.228637421,1.38338658,-0.625090608
all,over,the,10,0.00395253,0.001262705,0.032968442,1.65E-07,2.40E-05,7.300025771,1.369858178,-0.625090662
if,she,was,10,0.003620412,0.007934655,0.005981408,1.72E-07,2.51E-05,7.623218027,1.311781975,-0.625090893
say,that,i,10,0.001058831,0.011456419,0.014264622,1.73E-07,2.52E-05,7.676876723,1.302613076,-0.625090929
